date de saisie;Activitées;description; Montant Brut ;Type;Années
2021-02-22;Wholesale Sales;Vente - Wholesale Sales - client 7211; 2 006 777   ;Revenu;2021
2021-11-10;Capex - Machinery/Equipment;Achat d'équipement de production;-12 825 660   ;Capex;2021
2021-07-24;Export Sales;Vente - Export Sales - client 1049; 694 340   ;Revenu;2021
2021-12-20;Professional fees;Charge - Professional fees - fournisseur 407; 142 511   ;Dépenses;2021
2021-03-05;Wholesale Sales;Vente - Wholesale Sales - client 1878; 2 165 429   ;Revenu;2021
2021-07-02;Depreciation;Charge - Depreciation - fournisseur 884; 178 425   ;Dépenses;2021
2021-03-25;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 938; 47 022   ;Dépenses;2021
2021-12-09;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 264; 14 148 108   ;Dépenses;2021
2021-09-23;Administrative Salaries;Charge - Administrative Salaries - fournisseur 469; 667 183   ;Dépenses;2021
2021-05-28;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 728; 3 284 400   ;Dépenses;2021
2021-08-14;Maintenance;Charge - Maintenance - fournisseur 423; 126 846   ;Dépenses;2021
15/04/2021;Wholesale Sales;Vente - Wholesale Sales - client 7367; 1 447 149   ;Revenu;2021
2021-09-12;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 520; 10 202 362   ;Dépenses;2021
2021-07-27;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 439; 6 147 931   ;Dépenses;2021
2021-10-27;Export Sales;Vente - Export Sales - client 5984; 639 203   ;Revenu;2021
2021-05-26;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 378; 52 947   ;Dépenses;2021
2021-05-16;Professional fees;Charge - Professional fees - fournisseur 390; 75 234   ;Dépenses;2021
2021-12-08;Packaging Purchases;Charge - Packaging Purchases - fournisseur 944; 1 070 003   ;Dépenses;2021
13/07/2021;Export Sales;Vente - Export Sales - client 7184; 553 505   ;Revenu;2021
2021-08-28;Export Sales;Vente - Export Sales - client 6315; 810 335   ;Revenu;2021
28/05/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 692; 2 111 256   ;Dépenses;2021
2021-10-07;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 410; 118 468   ;Dépenses;2021
2021-04-22;Administrative Salaries;Charge - Administrative Salaries - fournisseur 739; 324 677   ;Dépenses;2021
2021-09-17;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 410; 807 157   ;Dépenses;2021
2021-04-14;Packaging Purchases;Charge - Packaging Purchases - fournisseur 608; 517 254   ;Dépenses;2021
2021-02-09;Retail Sales;Vente - Retail Sales - client 4114; 4 771 503   ;Revenu;2021
2021-01-19;Marketing & Sales;Charge - Marketing & Sales - fournisseur 873; 378 976   ;Dépenses;2021
04/02/2021;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 523; 85 403   ;Dépenses;2021
2021-11-22;Retail Sales;Vente - Retail Sales - client 9013; 4 921 671   ;Revenu;2021
2021-04-20;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 836; 449 304   ;Dépenses;2021
2021-11-17;Administrative Salaries;Charge - Administrative Salaries - fournisseur 590; 432 471   ;Dépenses;2021
2021-08-23;Administrative Salaries;Charge - Administrative Salaries - fournisseur 889; 366 981   ;Dépenses;2021
2021-11-13;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 238; 140 997   ;Dépenses;2021
15/12/2021;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 710; 1 281 836   ;Dépenses;2021
2021-01-09;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 599; 305 842   ;Dépenses;2021
2021-08-19;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 702; 3 544 616   ;Dépenses;2021
2021-09-21;Packaging Purchases;Charge - Packaging Purchases - fournisseur 418; 666 106   ;Dépenses;2021
2021-05-08;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 561; 516 741   ;Dépenses;2021
2021-07-05;Wholesale Sales;Vente - Wholesale Sales - client 9792; 1 962 703   ;Revenu;2021
2021-01-15;Packaging Purchases;Charge - Packaging Purchases - fournisseur 729; 816 720   ;Dépenses;2021
2021-11-01;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 782; 5 968 518   ;Dépenses;2021
2021-06-17;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 710; 5 645 842   ;Dépenses;2021
2021-08-19;Retail Sales;Vente - Retail Sales - client 9897; 5 102 340   ;Revenu;2021
2021-08-04;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 640; 701 091   ;Dépenses;2021
2021-09-13;Export Sales;Vente - Export Sales - client 1848; 1 604 338   ;Revenu;2021
2021-09-17;Marketing & Sales;Charge - Marketing & Sales - fournisseur 555; 767 488   ;Dépenses;2021
2021-04-26;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 944; 2 130 979   ;Dépenses;2021
2021-09-26;Depreciation;Charge - Depreciation - fournisseur 766; 1 085 733   ;Dépenses;2021
2021-10-04;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 539; 12 594 336   ;Dépenses;2021
2021-08-06;Marketing & Sales;Charge - Marketing & Sales - fournisseur 749; 203 538   ;Dépenses;2021
2021-10-17;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 779; 892 850   ;Dépenses;2021
2021-02-10;Administrative Salaries;Charge - Administrative Salaries - fournisseur 226; 362 172   ;Dépenses;2021
2021-10-19;Retail Sales;Vente - Retail Sales - client 2391; 10 509 496   ;Revenu;2021
2021-02-11;Maintenance;Charge - Maintenance - fournisseur 474; 131 258   ;Dépenses;2021
2021-11-19;Wholesale Sales;Vente - Wholesale Sales - client 9226; 2 901 692   ;Revenu;2021
2021-10-15;Maintenance;Charge - Maintenance - fournisseur 366; 320 727   ;Dépenses;2021
2021-07-14;Packaging Purchases;Charge - Packaging Purchases - fournisseur 426; 817 667   ;Dépenses;2021
2021-03-24;Marketing & Sales;Charge - Marketing & Sales - fournisseur 489; 210 391   ;Dépenses;2021
2021-06-10;Other Operating Income;Vente - Other Operating Income - client 7653; 208 414   ;Revenu;2021
2021-08-06;Professional fees;Charge - Professional fees - fournisseur 638; 185 302   ;Dépenses;2021
2021-05-13;Retail Sales;Vente - Retail Sales - client 5634; 4 427 097   ;Revenu;2021
2021-09-25;Professional fees;Charge - Professional fees - fournisseur 991; 96 071   ;Dépenses;2021
2021-02-26;Export Sales;Vente - Export Sales - client 4680; 440 497   ;Revenu;2021
2021-04-15;Administrative Salaries;Charge - Administrative Salaries - fournisseur 821; 355 504   ;Dépenses;2021
2021-11-18;Export Sales;Vente - Export Sales - client 7510; 947 384   ;Revenu;2021
2021-04-22;Professional fees;Charge - Professional fees - fournisseur 659; 85 481   ;Dépenses;2021
2021-11-06;Marketing & Sales;Charge - Marketing & Sales - fournisseur 771; 620 558   ;Dépenses;2021
2021-04-11;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 282; 2 875 976   ;Dépenses;2021
2021-04-08;Depreciation;Charge - Depreciation - fournisseur 547; 183 750   ;Dépenses;2021
2021-04-23;Wholesale Sales;Vente - Wholesale Sales - client 1536; 1 617 411   ;Revenu;2021
2021-02-03;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 419; 2 610 017   ;Dépenses;2021
2021-11-09;Retail Sales;Vente - Retail Sales - client 8619; 5 529 507   ;Revenu;2021
28/01/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 740; 3 834 880   ;Dépenses;2021
2021-03-19;Professional fees;Charge - Professional fees - fournisseur 590; 54 472   ;Dépenses;2021
2021-05-26;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 404; 3 230 345   ;Dépenses;2021
2021-01-04;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 296; 208 090   ;Dépenses;2021
2021-01-14;Depreciation;Charge - Depreciation - fournisseur 351; 228 832   ;Dépenses;2021
2021-02-26;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 658; 70 682   ;Dépenses;2021
2021-11-04;Retail Sales;Vente - Retail Sales - client 4271; 4 696 185   ;Revenu;2021
2021-03-14;Other Operating Income;Vente - Other Operating Income - client 4241; 425 390   ;Revenu;2021
2021-07-25;Professional fees;Charge - Professional fees - fournisseur 865; 92 439   ;Dépenses;2021
2021-06-24;Other Operating Income;Vente - Other Operating Income - client 6231; 294 274   ;Revenu;2021
2021-11-02;Administrative Salaries;Charge - Administrative Salaries - fournisseur 681; 511 725   ;Dépenses;2021
2021-05-11;Wholesale Sales;Vente - Wholesale Sales - client 3463; 2 364 522   ;Revenu;2021
2021-08-06;Other Operating Income;Vente - Other Operating Income - client 9537; 254 595   ;Revenu;2021
25/02/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 317; 358 010   ;Dépenses;2021
2021-12-20;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 818; 1 079 808   ;Dépenses;2021
2021-09-17;Retail Sales;Vente - Retail Sales - client 7600; 2 629 340   ;Revenu;2021
2021-08-13;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 381; 3 549 512   ;Dépenses;2021
2021-12-15;Marketing & Sales;Charge - Marketing & Sales - fournisseur 420; 1 016 124   ;Dépenses;2021
2021-02-22;Retail Sales;Vente - Retail Sales - client 9821; 5 771 686   ;Revenu;2021
2021-02-16;Professional fees;Charge - Professional fees - fournisseur 229; 67 474   ;Dépenses;2021
2021-12-28;Export Sales;Vente - Export Sales - client 1646; 1 719 615   ;Revenu;2021
2021-08-21;Rent;Charge - Rent - fournisseur 717; 162 017   ;Dépenses;2021
2021-07-09;Professional fees;Charge - Professional fees - fournisseur 739; 83 732   ;Dépenses;2021
2021-10-02;Marketing & Sales;Charge - Marketing & Sales - fournisseur 531; 486 207   ;Dépenses;2021
2021-05-23;Retail Sales;Vente - Retail Sales - client 6626; 4 305 960   ;Revenu;2021
2021-10-06;Professional fees;Charge - Professional fees - fournisseur 869; 124 954   ;Dépenses;2021
2021-07-06;Rent;Charge - Rent - fournisseur 560; 335 796   ;Dépenses;2021
2021-07-23;Wholesale Sales;Vente - Wholesale Sales - client 4365; 1 557 733   ;Revenu;2021
2021-03-25;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 318; 656 035   ;Dépenses;2021
2021-06-16;Depreciation;Charge - Depreciation - fournisseur 687; 185 189   ;Dépenses;2021
2021-07-04;Maintenance;Charge - Maintenance - fournisseur 383; 188 790   ;Dépenses;2021
11/01/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 668; 500 892   ;Dépenses;2021
2021-03-17;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 574; 54 808   ;Dépenses;2021
2021-07-25;Wholesale Sales;Vente - Wholesale Sales - client 4578; 1 717 423   ;Revenu;2021
2021-11-14;Other Operating Income;Vente - Other Operating Income - client 6633; 433 361   ;Revenu;2021
27/08/2021;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 895; 82 796   ;Dépenses;2021
2021-08-16;Wholesale Sales;Vente - Wholesale Sales - client 8381; 2 824 206   ;Revenu;2021
2021-06-26;Retail Sales;Vente - Retail Sales - client 4878; 5 302 145   ;Revenu;2021
2021-05-05;Maintenance;Charge - Maintenance - fournisseur 231; 151 585   ;Dépenses;2021
2021-09-16;Retail Sales;Vente - Retail Sales - client 7434; 3 067 879   ;Revenu;2021
2021-12-21;Professional fees;Charge - Professional fees - fournisseur 430; 115 159   ;Dépenses;2021
17/06/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 620; 323 504   ;Dépenses;2021
2021-11-05;Rent;Charge - Rent - fournisseur 668; 263 702   ;Dépenses;2021
2021-04-22;Administrative Salaries;Charge - Administrative Salaries - fournisseur 250; 218 552   ;Dépenses;2021
2021-03-25;Depreciation;Charge - Depreciation - fournisseur 300; 244 941   ;Dépenses;2021
2021-04-21;Wholesale Sales;Vente - Wholesale Sales - client 5951; 1 700 566   ;Revenu;2021
2021-08-12;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 602; 4 462 403   ;Dépenses;2021
2021-08-24;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 648; 331 452   ;Dépenses;2021
2021-02-01;Professional fees;Charge - Professional fees - fournisseur 769; 58 333   ;Dépenses;2021
2021-06-06;Professional fees;Charge - Professional fees - fournisseur 538; 63 326   ;Dépenses;2021
2021-01-18;Packaging Purchases;Charge - Packaging Purchases - fournisseur 802; 1 089 795   ;Dépenses;2021
2021-07-24;Other Operating Income;Vente - Other Operating Income - client 4088; 355 361   ;Revenu;2021
2021-01-03;Rent;Charge - Rent - fournisseur 252; 161 279   ;Dépenses;2021
2021-10-05;Packaging Purchases;Charge - Packaging Purchases - fournisseur 656; 735 469   ;Dépenses;2021
2021-12-12;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 872; 1 248 350   ;Dépenses;2021
2021-12-24;Other Operating Income;Vente - Other Operating Income - client 5395; 445 077   ;Revenu;2021
2021-02-25;Professional fees;Charge - Professional fees - fournisseur 449; 97 875   ;Dépenses;2021
02/07/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 674; 342 288   ;Dépenses;2021
2021-07-08;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 690; 1 418 808   ;Dépenses;2021
2021-11-16;Retail Sales;Vente - Retail Sales - client 2342; 5 745 624   ;Revenu;2021
2021-06-25;Export Sales;Vente - Export Sales - client 4453; 642 255   ;Revenu;2021
2021-03-27;Professional fees;Charge - Professional fees - fournisseur 708; 67 175   ;Dépenses;2021
2021-02-21;Depreciation;Charge - Depreciation - fournisseur 718; 423 114   ;Dépenses;2021
2021-07-22;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 991; 5 218 597   ;Dépenses;2021
2021-04-16;Wholesale Sales;Vente - Wholesale Sales - client 5986; 1 637 817   ;Revenu;2021
2021-11-11;Rent;Charge - Rent - fournisseur 405; 469 869   ;Dépenses;2021
2021-10-23;Administrative Salaries;Charge - Administrative Salaries - fournisseur 951; 266 296   ;Dépenses;2021
2021-05-21;Wholesale Sales;Vente - Wholesale Sales - client 6082; 2 461 009   ;Revenu;2021
2021-04-03;Export Sales;Vente - Export Sales - client 4362; 748 885   ;Revenu;2021
2021-12-11;Wholesale Sales;Vente - Wholesale Sales - client 8875; 2 703 304   ;Revenu;2021
2021-08-05;Packaging Purchases;Charge - Packaging Purchases - fournisseur 874; 670 930   ;Dépenses;2021
2021-12-25;Rent;Charge - Rent - fournisseur 909; 207 978   ;Dépenses;2021
2021-12-13;Other Operating Income;Vente - Other Operating Income - client 7566; 548 605   ;Revenu;2021
2021-09-12;Professional fees;Charge - Professional fees - fournisseur 208; 147 488   ;Dépenses;2021
2021-06-16;Rent;Charge - Rent - fournisseur 965; 282 459   ;Dépenses;2021
2021-08-05;Administrative Salaries;Charge - Administrative Salaries - fournisseur 888; 364 715   ;Dépenses;2021
2021-09-01;Packaging Purchases;Charge - Packaging Purchases - fournisseur 776; 625 107   ;Dépenses;2021
2021-11-24;Export Sales;Vente - Export Sales - client 6238; 1 051 492   ;Revenu;2021
2021-10-04;Marketing & Sales;Charge - Marketing & Sales - fournisseur 992; 477 540   ;Dépenses;2021
2021-07-28;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 972; 5 205 407   ;Dépenses;2021
2021-09-02;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 240; 161 543   ;Dépenses;2021
2021-07-13;Professional fees;Charge - Professional fees - fournisseur 582; 59 309   ;Dépenses;2021
2021-11-25;Maintenance;Charge - Maintenance - fournisseur 529; 64 520   ;Dépenses;2021
2021-03-22;Administrative Salaries;Charge - Administrative Salaries - fournisseur 595; 236 735   ;Dépenses;2021
2021-04-12;Packaging Purchases;Charge - Packaging Purchases - fournisseur 461; 531 614   ;Dépenses;2021
2021-10-26;Marketing & Sales;Charge - Marketing & Sales - fournisseur 406; 765 291   ;Dépenses;2021
2021-03-25;Export Sales;Vente - Export Sales - client 4697; 872 121   ;Revenu;2021
2021-11-08;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 259; 6 521 581   ;Dépenses;2021
2021-01-25;Other Operating Income;Vente - Other Operating Income - client 5371; 251 224   ;Revenu;2021
2021-07-02;Depreciation;Charge - Depreciation - fournisseur 857; 200 094   ;Dépenses;2021
2021-06-10;Retail Sales;Vente - Retail Sales - client 2077; 3 458 613   ;Revenu;2021
2021-01-24;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 913; 298 783   ;Dépenses;2021
2021-11-27;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 966; 1 890 136   ;Dépenses;2021
16/01/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 949; 4 220 475   ;Dépenses;2021
2021-03-10;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 933; 901 625   ;Dépenses;2021
2021-12-22;Depreciation;Charge - Depreciation - fournisseur 627; 581 332   ;Dépenses;2021
2021-08-22;Wholesale Sales;Vente - Wholesale Sales - client 4043; 2 408 455   ;Revenu;2021
2021-01-07;Export Sales;Vente - Export Sales - client 6155; 487 854   ;Revenu;2021
2021-10-13;Packaging Purchases;Charge - Packaging Purchases - fournisseur 486; 760 284   ;Dépenses;2021
